year;month;title_length;authors_no;pages_no;views;cited;url;title;authors
2007;11;78;1;12;708;0;https://www.vopreco.ru/jour/article/view/1673;Ресурсы рынка капитала как источник финансирования реального сектора экономики;А.Дворецкая
2007;11;78;3;16;432;1;https://www.vopreco.ru/jour/article/view/1674;Доминирование на рынке справочных правовых систем: опыт экономического анализа;С.Авдашева, П.Крючкова, А.Шаститко
2007;11;71;3;19;592;0;https://www.vopreco.ru/jour/article/view/1675;Рынок авиационных пассажирских перевозок России: квазиконкуренция или…?;С.Лукьянов, Е.Тиссен, Н.Кисляк
2007;11;88;1;2;395;0;https://www.vopreco.ru/jour/article/view/1676;Афанасьев Мст. П., Кривогов И. В. Модернизация государственных финансов: Учебное пособие;В.Мау
2007;11;43;1;2;469;0;https://www.vopreco.ru/jour/article/view/1677;Грегори П. Политическая экономия сталинизма;А.Коломиец
2007;11;228;0;13;214;0;https://www.vopreco.ru/jour/article/view/1678;Промышленная политика: катализатор ускорения экономического роста России? («Круглый стол» Общероссийской общественной организации «Деловая Россия» и Ассоциации независимых центров экономического анализа. Москва, 26 июня 2007 г.);
2007;12;72;1;23;422;5;https://www.vopreco.ru/jour/article/view/1679;Как обеспечить стабильное развитие в условиях финансовой нестабильности?;М.Ершов
2007;12;68;1;16;556;1;https://www.vopreco.ru/jour/article/view/1680;Экономическая теория и природа человека: становится ли тайное явным?;Ю.Ольсевич
2007;12;29;1;17;603;1;https://www.vopreco.ru/jour/article/view/1681;Перспективы теории перспектив;С.Пястолов
2007;12;98;1;11;460;0;https://www.vopreco.ru/jour/article/view/1682;Интервальное восприятие информации и экономическое поведение потребителя: методологические аспекты;Д.Давыдов
2007;12;47;1;25;603;4;https://www.vopreco.ru/jour/article/view/1683;Теория организации и модели неполных контрактов;А.Скоробогатов
2007;12;44;1;15;374;2;https://www.vopreco.ru/jour/article/view/1684;Программы развития: к методологии разработки;В.Тамбовцев
2007;12;55;1;12;593;0;https://www.vopreco.ru/jour/article/view/1685;Экономическая наука и эконофизика: главные темы диалога;В.Бурлачков
2007;12;48;2;13;824;11;https://www.vopreco.ru/jour/article/view/1686;«Тройная спираль» в инновационной системе России;И.Дежина, В.Киселева
2007;12;72;1;5;349;0;https://www.vopreco.ru/jour/article/view/1687;Перспективы развития отечественного автопрома (на примере ОАО «АвтоВАЗ»);В.Ильяшенко
2007;12;70;1;3;508;0;https://www.vopreco.ru/jour/article/view/1688;Мировая экономика: прогноз до 2020 года / Под ред. акад. А. А. Дынкина;И.Горюнов
2007;12;57;1;3;701;1;https://www.vopreco.ru/jour/article/view/1689;Катькало В. С. Эволюция теории стратегического управления;А.Шаститко
2007;12;128;0;7;216;0;https://www.vopreco.ru/jour/article/view/1690;VII Международный симпозиум по эволюционной экономике «Эволюционная теория, теория самовоспроизводства и экономическое развитие»;
2007;12;50;0;6;190;0;https://www.vopreco.ru/jour/article/view/1691;Содержание журнала «Вопросы экономики» за 2007 год;
2006;1;107;1;18;1040;0;https://www.vopreco.ru/jour/article/view/1692;Томас Шеллинг, Роберт Ауман и теория интерактивных взаимодействий (Нобелевская премия 2005 г. по экономике);А.Белянин
2006;1;88;1;17;519;2;https://www.vopreco.ru/jour/article/view/1693;Улучшение защиты прав собственности - неиспользуемый резерв экономического роста России?;В.Тамбовцев
2006;1;45;1;11;886;0;https://www.vopreco.ru/jour/article/view/1694;Теория инфляции в России: исторический аспект;В.Ольшевский
2006;1;94;2;20;544;0;https://www.vopreco.ru/jour/article/view/1695;Экономическое бремя призыва на военную службу в России: результаты микроэкономического анализа;Р.Емцов, М.Локшин
2006;1;64;2;16;373;0;https://www.vopreco.ru/jour/article/view/1696;Многоуровневый анализ проблем призыва на военную службу в России;В.Цымбал, Н.Кардашевский
2006;1;105;1;16;373;4;https://www.vopreco.ru/jour/article/view/1697;Анализ развития системы недропользования в России (о необходимости ужесточения институциональных условий);В.Крюков
2006;1;56;1;20;1587;2;https://www.vopreco.ru/jour/article/view/1698;Реформирование естественных монополий: теория и практика;М.Дерябина
2006;1;48;2;22;790;3;https://www.vopreco.ru/jour/article/view/1699;Нестандартная занятость и российский рынок труда;В.Гимпельсон, Р.Капелюшников
2006;1;80;1;14;532;1;https://www.vopreco.ru/jour/article/view/1700;Частная ли частная собственность в России? (вероятные сценарии развития бизнеса);Н.Попадюк
2006;2;59;1;24;392;2;https://www.vopreco.ru/jour/article/view/1701;Экономическая политика в 2005 году: определение приоритетов;В.Мау
2006;2;51;1;18;646;7;https://www.vopreco.ru/jour/article/view/1702;Стабилизационный фонд: зарубежный и российский опыт;А.Кудрин
2006;2;66;1;19;414;2;https://www.vopreco.ru/jour/article/view/1703;Россия на распутье: два пути к международной конкурентоспособности;Т.Субботина
2006;2;97;1;10;439;0;https://www.vopreco.ru/jour/article/view/1704;О расчете и использовании реального курса национальной валюты в рамках денежно-кредитной политики;А.Навой
2006;2;78;1;24;514;3;https://www.vopreco.ru/jour/article/view/1705;Современная «экономическая теория» в свете реализма  (предисловие О. Ананьина);Т.Лоусон
2006;2;57;2;17;349;0;https://www.vopreco.ru/jour/article/view/1706;Экономическая организация: на пути к синтетической теории;П.Лукша, М.Белоусенко
2006;2;98;0;10;539;0;https://www.vopreco.ru/jour/article/view/1707;Либерализм и государственный капитализм (интервью с депутатом Государственной думы РФ В. Рыжковым);
2006;2;27;2;9;410;0;https://www.vopreco.ru/jour/article/view/1708;Преодоление «третьего пути»;Л.Евстигнеева, Р.Евстигнеев
2006;2;51;1;11;481;0;https://www.vopreco.ru/jour/article/view/1709;Мировой опыт описания и учета объектов недвижимости;М.Мишустин
2006;2;92;1;3;353;0;https://www.vopreco.ru/jour/article/view/1710;Время воплощать новые управленческие технологии (о практической энциклопедии «Топ-менеджер»);В.Авдийский
2006;2;80;0;9;231;0;https://www.vopreco.ru/jour/article/view/1711;Экономический суверенитет и глобализация («круглый стол» в Институте Европы РАН);
2006;3;75;1;24;532;0;https://www.vopreco.ru/jour/article/view/1712;Бюджетная и монетарная политика в условиях нестабильной внешней конъюнктуры;Е.Гурвич
2006;3;46;1;14;423;6;https://www.vopreco.ru/jour/article/view/1713;Цены на нефть: пределы роста и глубины падения;И.Башмаков
2006;3;94;1;20;506;2;https://www.vopreco.ru/jour/article/view/1714;Экономический рост и конкурентоспособность промышленности: ценовые и неценовые факторы анализа;В.Миронов
2006;3;43;2;24;426;3;https://www.vopreco.ru/jour/article/view/1715;Рынок корпоративного контроля и государство;А.Радыгин, Г.Мальгинов
2006;3;90;1;18;379;1;https://www.vopreco.ru/jour/article/view/1716;Корпоративное управление и эффективность деятельности компании  (на примере ОАО «Газпром»);В.Клейнер
2006;3;58;1;7;427;0;https://www.vopreco.ru/jour/article/view/1717;Ответ «Газпрома»: критика эффективна, когда она обоснована;С.Куприянов
2006;3;44;1;14;377;4;https://www.vopreco.ru/jour/article/view/1718;О проблеме формализма в экономической теории;Дж.Ходжсон
2006;3;45;2;17;938;1;https://www.vopreco.ru/jour/article/view/1719;Человек, рынок и капитал в экономике XXI века;А.Бузгалин, А.Колганов
2006;3;83;1;10;322;0;https://www.vopreco.ru/jour/article/view/1720;Государственное регулирование частной жизни граждан и его экономические последствия;М.Бодриков
2006;3;78;1;6;305;0;https://www.vopreco.ru/jour/article/view/1721;О переходе к управлению, ориентированному на результат, на региональном уровне;М.Решетников
2006;4;45;1;27;665;2;https://www.vopreco.ru/jour/article/view/1722;Государство и экономика на этапе модернизации;Е.Ясин
2006;4;52;1;22;344;1;https://www.vopreco.ru/jour/article/view/1723;Формирование и использование Стабилизационного фонда;Е.Гурвич
2006;4;49;2;14;372;1;https://www.vopreco.ru/jour/article/view/1724;Проблемы нефтегазовой ориентации экономики России;С.Киммельман, С.Андрюшин
2006;4;56;1;17;990;0;https://www.vopreco.ru/jour/article/view/1725;Геополитические миро-системные изменения: 1945-2025 годы;И.Валлерстайн
2006;4;49;1;6;649;2;https://www.vopreco.ru/jour/article/view/1726;Усиление неравенства в новой глобальной экономике;Н.Бердсолл
2006;4;92;1;14;402;0;https://www.vopreco.ru/jour/article/view/1727;2006 год: мир сегодня и завтра (обзор основных положений доклада «Состояние планеты - 2006»);А.Суэтин
2006;4;104;1;10;402;0;https://www.vopreco.ru/jour/article/view/1728;Экология или энергетическая безопасность - что важнее?  (Если бы Маслоу занимался проблемами энергетики);К.Фрай
2006;4;29;1;12;324;1;https://www.vopreco.ru/jour/article/view/1729;Проблемы выхода из социализма;Г.Попов
2006;4;50;1;18;888;4;https://www.vopreco.ru/jour/article/view/1730;Достоверные обязательства в контрактных отношениях;А.Шаститко
2006;4;133;1;12;482;0;https://www.vopreco.ru/jour/article/view/1731;К философии экономической теории: прорыв в неизведанное известного  (о книге О. Ананьина «Структура экономико-теоретического знания»);В.Тарасевич
2006;5;47;1;14;1323;0;https://www.vopreco.ru/jour/article/view/1732;Эволюция макроэкономической теории после Кейнса;И.Осадчая
2006;5;49;1;13;658;6;https://www.vopreco.ru/jour/article/view/1733;Посткейнсианская макроэкономика: основные аспекты;И.Розмаинский
2006;5;32;1;16;633;2;https://www.vopreco.ru/jour/article/view/1734;Кейнс как последователь Маршалла;А.Лейонхуфвуд
2006;5;56;0;30;479;0;https://www.vopreco.ru/jour/article/view/1735;Инвестиционный климат в России (доклад к 15 съезду РСПП);
2006;5;62;1;9;464;4;https://www.vopreco.ru/jour/article/view/1736;Ненефтегазовый ВВП как индикатор динамики российской экономики;И.Башмаков
2006;5;57;1;10;325;0;https://www.vopreco.ru/jour/article/view/1737;Бюджет как инструмент воспроизводства бюрократии в России;Ю.Швецов
2006;5;67;1;18;1075;1;https://www.vopreco.ru/jour/article/view/1738;Страны Центральной и Восточной Европы: опыт системной трансформации;В.Кудров
2006;5;47;2;7;430;2;https://www.vopreco.ru/jour/article/view/1739;Венчурные инвестиции и инновационная активность;Я.Сергиенко, А.Френкель
2006;5;68;1;10;519;0;https://www.vopreco.ru/jour/article/view/1740;Венчурное предпринимательство: мировой опыт и отечественная практика;О.Мацнев
2006;5;61;1;4;337;0;https://www.vopreco.ru/jour/article/view/1741;Приграничное сотрудничество России и Китая на Дальнем Востоке;И.Черная
2006;5;87;1;6;486;0;https://www.vopreco.ru/jour/article/view/1742;Монополия и конкурентная политика (о книге Д. Арментано «Антитраст против конкуренции»);Ю.Кузнецов
2006;5;134;1;10;466;0;https://www.vopreco.ru/jour/article/view/1743;Экономическая история «Третьего рейха» (о книге Г. Али «Народное государство Гитлера. Грабеж, расовая война и национальный социализм»);С.Мадиевский
2006;5;126;0;3;269;0;https://www.vopreco.ru/jour/article/view/1744;Вальтух К. К. Закономерности краткосрочной экономической динамики. Теория. Статистические исследования. Критика макроэкономики;
2006;6;67;3;21;561;12;https://www.vopreco.ru/jour/article/view/1745;Обменный курс и конкурентоспособность отраслей российской экономики;А.Бланк, Е.Гурвич, А.Улюкаев
2006;6;48;1;10;443;0;https://www.vopreco.ru/jour/article/view/1746;Условия достижения полной конвертируемости рубля;Г.Фетисов
2006;6;69;1;12;260;0;https://www.vopreco.ru/jour/article/view/1747;О перспективе установления фиксированного курса между долларом и евро;А.Олейнов
2006;6;39;1;20;945;0;https://www.vopreco.ru/jour/article/view/1748;Хайек versus Кейнс: дорога к примирению;Р.Скидельски
2006;6;38;1;14;448;0;https://www.vopreco.ru/jour/article/view/1749;«Частные деньги» Хайека: 30 лет спустя;Д.Коптюбенко
2006;6;80;2;26;429;10;https://www.vopreco.ru/jour/article/view/1750;«О бедном бюджетнике замолвите слово…»: межсекторные различия в заработной плате;В.Гимпельсон, А.Лукьянова
2006;6;83;1;13;363;0;https://www.vopreco.ru/jour/article/view/1751;Реформа единого социального налога и теневой сектор в здравоохранении и образовании;Г.Бесстремянная
2006;6;84;3;16;418;0;https://www.vopreco.ru/jour/article/view/1752;Обязательное пенсионное страхование: теория и практика российской пенсионной реформы;Е.Кривощекова, Е.Окунева, В.Окунев
2006;6;48;1;9;355;1;https://www.vopreco.ru/jour/article/view/1753;Поворотные пункты в развитии российского ритейла;Л.Хасис
2006;6;78;0;9;205;0;https://www.vopreco.ru/jour/article/view/1754;Обменный курс и экономический рост (Диспут-клуб «Узлы экономической политики»);
2006;6;39;0;3;255;1;https://www.vopreco.ru/jour/article/view/1755;Экономическая мысль сквозь призму веков;
2006;7;75;2;20;647;12;https://www.vopreco.ru/jour/article/view/1756;Эволюционная теория экономической политики. Часть I. Опыт быстрого развития;В.Полтерович, В.Попов
2006;7;120;1;13;648;1;https://www.vopreco.ru/jour/article/view/1757;Как поддерживать экономический рост в ресурсно-зависимой экономике? (Основные концепции и их применение в случае России);Р.Аренд
2006;7;41;1;16;399;1;https://www.vopreco.ru/jour/article/view/1758;Критический реализм и экономическая наука;Дж.Ходжсон
2006;7;73;1;20;657;0;https://www.vopreco.ru/jour/article/view/1759;Математика в экономической теории: исторический и методологический анализ;Ш.Доу
2006;7;51;1;11;388;1;https://www.vopreco.ru/jour/article/view/1760;Либерализация государственной региональной политики;А.Швецов
2006;7;60;1;10;655;9;https://www.vopreco.ru/jour/article/view/1761;«Региональные столицы» в экономике и социальной жизни России;В.Лексин
2006;7;61;3;14;414;0;https://www.vopreco.ru/jour/article/view/1762;Экономическая политика местных властей в реформируемой России;Б.Жихаревич, Н.Жунда, О.Русецкая
2006;7;40;1;10;405;0;https://www.vopreco.ru/jour/article/view/1763;Эффективность экономического образования;А.Пороховский
2006;7;58;2;11;369;1;https://www.vopreco.ru/jour/article/view/1764;Вузы в ХХI веке: вызов со стороны исследовательской работы;Н.Розанова, Е.Савицкая
2006;7;70;3;11;418;1;https://www.vopreco.ru/jour/article/view/1765;Образовательные программы как элемент управления корпоративным знанием;В.Голубкин, С.Календжян, Л.Клева
2006;7;62;1;8;452;1;https://www.vopreco.ru/jour/article/view/1766;С. Витте и создание системы коммерческого образования в России;А.Бессолицын
2006;7;74;2;4;395;0;https://www.vopreco.ru/jour/article/view/1767;Академик Некрасов - ученый, гражданин, крупный организатор советской науки;А.Гранберг, В.Савельев
2006;7;135;0;5;1383;1;https://www.vopreco.ru/jour/article/view/1768;Кузьминов Я. И., Бендукидзе К. А., Юдкевич. М. М. Курс институциональной экономики. Институты, сети, трансакционные издержки, контракты;
2006;8;61;1;13;489;6;https://www.vopreco.ru/jour/article/view/1769;Механизмы формирования ненефтегазового баланса бюджета России;А.Кудрин
2006;8;61;1;14;429;3;https://www.vopreco.ru/jour/article/view/1770;Формирование стабилизационных фондов: предпосылки и следствия;О.Дмитриева
2006;8;60;1;15;447;2;https://www.vopreco.ru/jour/article/view/1771;Бюджетная реформа: федерализм или управление по результатам?;Л.Якобсон
2006;8;95;2;19;400;7;https://www.vopreco.ru/jour/article/view/1772;Эволюционная теория экономической политики. Часть II. Необходимость своевременного переключения;В.Полтерович, В.Попов
2006;8;83;3;17;407;1;https://www.vopreco.ru/jour/article/view/1773;Согласование макроэкономических прогнозов в методологии Cистемы национальных счетов;А.Андряков, Е.Гурвич, А.Чернявский
2006;8;50;1;20;719;2;https://www.vopreco.ru/jour/article/view/1774;Посткейнсианская школа в макроэкономической теории;П.Дэвидсон
2006;8;94;1;17;427;3;https://www.vopreco.ru/jour/article/view/1775;Институты как фактор порядка и как источник хаоса: неоинституционально-посткейнсианский анализ;А.Скоробогатов
2006;8;71;2;18;370;1;https://www.vopreco.ru/jour/article/view/1776;Российская экономика в контексте развития мировых энергетических рынков;В.Миронов, С.Пухов
2006;8;96;2;17;467;2;https://www.vopreco.ru/jour/article/view/1777;Отечественный нефтегазовый комплекс: динамика конкурентоспособности и перспективы финансирования;О.Березинская, В.Миронов
2006;8;206;0;4;453;0;https://www.vopreco.ru/jour/article/view/1778;Рыночная демократия в действии: Современное политико-экономическое устройство развитых стран / Под ред. В. А. Мау, А. А. Мордашова, Е. В. Турунцева. Серия «Межстрановые социально-экономические исследования»;
2006;9;56;1;17;423;5;https://www.vopreco.ru/jour/article/view/1779;Насколько точны макроэкономические и бюджетные прогнозы?;Е.Гурвич
2006;9;51;1;10;467;2;https://www.vopreco.ru/jour/article/view/1780;Может ли Россия стать энергетической сверхдержавой?;В.Милов
2006;9;45;1;16;964;0;https://www.vopreco.ru/jour/article/view/1781;Современные тенденции развития машиностроения;В.Клинов
2006;9;62;1;10;416;0;https://www.vopreco.ru/jour/article/view/1782;Проблемы формирования конкурентоспособного сельского хозяйства;Е.Басалаева
2006;9;62;1;14;364;1;https://www.vopreco.ru/jour/article/view/1783;Лесной фонд: анализ механизмов предоставления прав пользования;А.Манаков
2006;9;80;1;12;448;7;https://www.vopreco.ru/jour/article/view/1784;«Инвестиционная близорукость» в посткейнсианской теории и в российской экономике;И.Розмаинский
2006;9;56;1;20;590;3;https://www.vopreco.ru/jour/article/view/1785;К вопросу о соотношении реального и финансового секторов;И.Левина
2006;9;44;2;9;681;1;https://www.vopreco.ru/jour/article/view/1786;Модернизация государственных финансов России;Мст.Афанасьев, И.Кривогов
2006;9;96;1;16;371;1;https://www.vopreco.ru/jour/article/view/1787;Перспективы реформирования российской системы межбюджетных отношений (в свете зарубежного опыта);В.Назаров
2006;9;62;1;10;281;0;https://www.vopreco.ru/jour/article/view/1788;Механизмы привлечения внебюджетных инвестиций в жилищную сферу;О.Мацнев
2006;9;74;1;11;357;0;https://www.vopreco.ru/jour/article/view/1789;Земельное ипотечное кредитование сельскохозяйственных товаропроизводителей;Н.Кресникова
2006;9;55;1;5;317;0;https://www.vopreco.ru/jour/article/view/1790;Институты некоммерческого кредитования в жилищной сфере;М.Федорова
2006;9;51;1;4;371;0;https://www.vopreco.ru/jour/article/view/1791;Экологическая практика транснациональных корпораций;И.Герасимчук
2006;10;47;1;15;476;4;https://www.vopreco.ru/jour/article/view/1792;Реальный эффективный курс рубля: проблемы роста;А.Кудрин
2006;10;57;1;22;549;1;https://www.vopreco.ru/jour/article/view/1793;Структура российской рабочей силы: особенности и динамика;Р.Капелюшников
2006;10;61;1;22;585;1;https://www.vopreco.ru/jour/article/view/1794;Эволюция организационных форм в российской розничной торговле;В.Радаев
2006;10;91;1;12;350;0;https://www.vopreco.ru/jour/article/view/1795;О роли статистических характеристик нормы прибыли в государственном регулировании экономики;И.Ульянов
2006;10;69;1;18;674;2;https://www.vopreco.ru/jour/article/view/1796;Оптимальная структура банковского рынка: сколько банков нужно России?;С.Моисеев
2006;10;58;1;15;329;0;https://www.vopreco.ru/jour/article/view/1797;Текущие тенденции развития российского банковского сектора;А.Саркисянц
2006;10;46;1;6;415;0;https://www.vopreco.ru/jour/article/view/1798;Сегодня и завтра российской банковской системы;В.Зражевский
2006;10;77;1;10;979;1;https://www.vopreco.ru/jour/article/view/1799;Транснациональные банки и финансовые институты: сущность и стратегии развития;А.Яковлева
2006;10;52;1;8;344;0;https://www.vopreco.ru/jour/article/view/1800;Современные проблемы почтово-банковской деятельности;А.Чавтур
2006;10;55;1;5;401;0;https://www.vopreco.ru/jour/article/view/1801;Бюро кредитных историй: проблемы и перспективы развития;М.Марков
2006;10;27;2;5;314;0;https://www.vopreco.ru/jour/article/view/1802;Игорный бизнес: за и против;Ю.Темный, В.Стальная
2006;10;49;0;8;314;0;https://www.vopreco.ru/jour/article/view/1803;Барнетт В. История российской экономической мысли;
2006;10;81;0;3;592;0;https://www.vopreco.ru/jour/article/view/1804;Экономическая безопасность России: Общий курс: Учебник / Под ред. В. К. Сенчагова;
2006;10;68;0;3;345;0;https://www.vopreco.ru/jour/article/view/1805;Академик Т. С. Хачатуров - экономист, педагог и общественный деятель;
2006;11;44;2;22;359;0;https://www.vopreco.ru/jour/article/view/1806;Трансформационные риски российской экономики;Л.Евстигнеева, Р.Евстигнеев
2006;11;70;1;20;737;2;https://www.vopreco.ru/jour/article/view/1807;Макроэкономическая теория в двадцатом столетии: основные вехи развития;А.Лейонхуфвуд
2006;11;51;1;13;438;1;https://www.vopreco.ru/jour/article/view/1808;От «человека в экономике» к «экономике в человеке»?;Л.Гребнев
2006;11;41;1;20;773;4;https://www.vopreco.ru/jour/article/view/1809;Экономическая методология и постмодернизм;И.Болдырев
2006;11;74;1;16;386;1;https://www.vopreco.ru/jour/article/view/1810;«Группы и их интересы»: приглашение к дискуссии (предисловие Р. Гринберга);А.Рубинштейн
2006;11;43;1;9;589;0;https://www.vopreco.ru/jour/article/view/1811;Экология и экономика в глобальном контексте;И.Валлерстайн
2006;11;51;1;7;1271;1;https://www.vopreco.ru/jour/article/view/1812;Экологическая рента: сущность, разновидности, формы;О.Веклич
2006;11;31;2;7;322;0;https://www.vopreco.ru/jour/article/view/1813;Проблемы экологической политики;А.Галашев, А.Галашева
2006;11;25;1;15;383;0;https://www.vopreco.ru/jour/article/view/1814;Страны Балтии в Евросоюзе;Р.Симонян
2006;11;59;1;14;402;1;https://www.vopreco.ru/jour/article/view/1815;Экономический рост Казахстана в контексте мировой экономики;К.Арыстанбеков
2006;11;76;1;5;299;0;https://www.vopreco.ru/jour/article/view/1816;Депопуляция населения в России (на примере Центрального федерального округа);С.Лысенко
2006;11;61;1;5;343;0;https://www.vopreco.ru/jour/article/view/1817;Квотирование рабочих мест для инвалидов на рынке труда Москвы;С.Ильин
2006;12;56;1;16;484;3;https://www.vopreco.ru/jour/article/view/1818;Размышления о долгосрочной стратегии, науке и демократии;Л.Абалкин
2006;12;48;1;18;661;6;https://www.vopreco.ru/jour/article/view/1819;Экономический рост: новые проблемы и новые риски;М.Ершов
2006;12;72;1;16;1063;5;https://www.vopreco.ru/jour/article/view/1820;«Голландская болезнь» в России: макроэкономические и структурные аспекты;Г.Фетисов
2006;12;40;2;7;404;2;https://www.vopreco.ru/jour/article/view/1821;Моделирование роста российской экономики;В.Кулешов, В.Маршак
2006;12;56;2;19;604;2;https://www.vopreco.ru/jour/article/view/1822;Мировые процессы транснационализации и российский бизнес;А.Либман, Б.Хейфец
2006;12;95;1;18;429;1;https://www.vopreco.ru/jour/article/view/1823;Фондовый рынок, институциональная структура и проблема стабильности капиталистической экономики;А.Скоробогатов
2006;12;62;1;17;333;0;https://www.vopreco.ru/jour/article/view/1824;Развитие мирового металлургического комплекса и фондовый рынок;А.Петросьян
2006;12;66;1;13;425;0;https://www.vopreco.ru/jour/article/view/1825;Рынок страхования в России: основные тенденции и проблемы развития;Т.Натхов
2006;12;53;1;11;401;0;https://www.vopreco.ru/jour/article/view/1826;Стратегия развития Содружества Независимых Государств;Н.Шумский
2006;12;36;2;6;356;0;https://www.vopreco.ru/jour/article/view/1827;Приватизация в Монголии: свет и тени;Р.Нуреев, Л.Очир
2006;12;43;1;5;338;0;https://www.vopreco.ru/jour/article/view/1828;Антидемпинговые пошлины в Европейском союзе;М.Байков
2006;12;124;1;4;402;0;https://www.vopreco.ru/jour/article/view/1829;Системные источники экономического роста (о книге Л. П. и Р. Н. Евстигнеевых «Экономический рост: либеральная альтернатива»);Г.Клейнер
2005;1;67;1;24;436;2;https://www.vopreco.ru/jour/article/view/1392;Экономическая политика в 2004 году: поиск модели консолидации роста;В.Мау
2005;1;54;1;21;527;2;https://www.vopreco.ru/jour/article/view/1393;Источники посткризисного экономического роста в России;Р.Аренд
2005;1;59;1;14;1063;2;https://www.vopreco.ru/jour/article/view/1394;Золотовалютные резервы России: объем, структура, управление;Г.Фетисов
2005;1;52;3;24;413;1;https://www.vopreco.ru/jour/article/view/1395;Строительное общество: ипотечный институт для России;В.Полтерович, О.Старков, Е.Черных
2005;1;96;0;46;523;0;https://www.vopreco.ru/jour/article/view/1396;Марксово наследие и современная экономическая наука («круглый стол» журнала «Вопросы экономики»);
2005;1;108;1;11;763;4;https://www.vopreco.ru/jour/article/view/1397;Финн Кюдланд и Эдвард Прескотт: движущие силы экономических циклов (Нобелевская премия 2004 г. по экономике);Е.Балашова
2005;1;86;1;10;754;5;https://www.vopreco.ru/jour/article/view/1398;Концепция реальных экономических циклов и ее роль в эволюции макроэкономической теории;О.Замулин
2005;1;100;0;2;346;0;https://www.vopreco.ru/jour/article/view/1399;Менеджмент: теория и практика в России. Учебник. Под ред. А.Г. Поршнева, М.Л. Разу, А.В. Тихомировой;
2005;1;76;0;2;376;0;https://www.vopreco.ru/jour/article/view/1400;С. Валентей, Л. Нестеров. Развитие общества в теории социальных альтернатив.;
2005;2;73;1;19;481;0;https://www.vopreco.ru/jour/article/view/1401;Новации бюджетного процесса: бюджетирование, ориентированное на результат;В.Гамукин
2005;2;39;3;17;548;2;https://www.vopreco.ru/jour/article/view/1402;Новая экономика Калининградской области;Т.Гареев, В.Жданов, Г.Федоров
2005;2;126;3;13;435;2;https://www.vopreco.ru/jour/article/view/1403;Конкурентоспособность и инновационность российских промышленных предприятий (по результатам массового опроса их руководителей);И.Гурков, Е.Авраамова, В.Тубалов
2005;2;112;2;16;537;1;https://www.vopreco.ru/jour/article/view/1404;Влияние характеристик собственности на результаты экономической деятельности российских промышленных предприятий;Р.Капелюшников, Н.Демина
2005;2;61;1;14;355;0;https://www.vopreco.ru/jour/article/view/1405;Проблемы отраслевого саморегулирования в российской экономике;О.Осипенко
2005;2;57;2;11;584;5;https://www.vopreco.ru/jour/article/view/1406;Экономика рентных отношений в условиях современной России;С.Кимельман, С.Андрюшин
2005;2;62;1;11;336;0;https://www.vopreco.ru/jour/article/view/1407;Институционализация горной ренты в нефтегазовом секторе России;Е.Моргунов
2005;2;50;3;13;445;0;https://www.vopreco.ru/jour/article/view/1408;Развитие земельно-имущественных отношений в городе;Н.Гловацкая, С.Козлова, С.Лазуренко
2005;2;109;0;23;289;0;https://www.vopreco.ru/jour/article/view/1409;Марксово наследие и современная экономическая наука («круглый стол» журнала «Вопросы экономики»)  (Окончание);
2005;2;40;1;3;660;0;https://www.vopreco.ru/jour/article/view/1410;Экономика Латвии в условиях глобализации;Ю.Кочетков
2005;2;89;0;2;416;0;https://www.vopreco.ru/jour/article/view/1411;Иванов Ю. Н., Казаринова С. Е., Карасева Л. А. Основы национального счетоводства. Учебник;
2005;2;60;0;2;386;0;https://www.vopreco.ru/jour/article/view/1412;Гохан П. А. Слияния, поглощения и реструктуризация компаний.;
2005;2;63;0;10;441;0;https://www.vopreco.ru/jour/article/view/1413;Разновидности природной ренты в России (круглый стол ИМЭПИ РАН);
2005;3;54;1;16;426;1;https://www.vopreco.ru/jour/article/view/1414;Реформы российского образования и экономическая теория;В.Тамбовцев
2005;3;30;1;21;402;3;https://www.vopreco.ru/jour/article/view/1415;Образование: услуга или жизнь?;Л.Гребнев
2005;3;70;2;7;441;0;https://www.vopreco.ru/jour/article/view/1416;Социально-экономическое прогнозирование: проблемы науки и преподавания;Т.Скуфьина, С.Баранов
2005;3;42;1;13;406;0;https://www.vopreco.ru/jour/article/view/1417;Денежное предложение: теория и организация;В.Бурлачков
2005;3;80;1;11;528;1;https://www.vopreco.ru/jour/article/view/1418;Введение полной конвертируемости национальной валюты: проблемы теории и практики;А.Навой
2005;3;62;1;11;419;0;https://www.vopreco.ru/jour/article/view/1419;Эволюция бимонетарных систем в странах с переходной экономикой;Н.Лукша
2005;3;70;1;16;395;2;https://www.vopreco.ru/jour/article/view/1420;Неизвестный Фридмен: вклад великого монетариста в развал Бреттон-Вудса;С.Моисеев
2005;3;98;1;19;420;2;https://www.vopreco.ru/jour/article/view/1421;Экономическое наследие Хаймана Мински (глобальная финансовая хрупкость и кризис: уроки для России);А.Несветайлова
2005;3;51;2;13;664;4;https://www.vopreco.ru/jour/article/view/1422;Эндогенный оппортунизм в теории «принципала-агента»;Е.Попов, В.Симонова
2005;3;64;1;11;369;0;https://www.vopreco.ru/jour/article/view/1423;К вопросу о сущности и типологии международных общественных благ;В.Мортиков
2005;3;80;1;15;681;4;https://www.vopreco.ru/jour/article/view/1424;Экономическая интеграция на постсоветском пространстве: институциональный аспект;А.Либман
